lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,a_Goby.1,a_Goby.2,a_Goby.3,a_bar_Goby,sigma_Goby,U.1,U.2,U.3,Rho_errors.1.1,Rho_errors.2.1,Rho_errors.1.2,Rho_errors.2.2,sigma_errors.1,sigma_errors.2,beta_Rain,beta_Wind,beta_Year_2,beta_Year,beta_SB_count,beta_SC_count,beta_Temp,beta_BreachDays,beta_DO,beta_SAV,a_Rain,a_Wind,a_BreachDays,a_Temp,a_SAV,a_SC,a_SB,a_DO,beta_Temp_2,beta_Micro,beta_SAV_2,beta_Substrate,beta_Goby_lag,beta_BreachDays_2,k_U_bio,k_U,tau,phi
# Adaptation terminated
# Step size = 0.0889068
# Diagonal elements of inverse mass matrix:
# 0.0161192, 0.0174738, 0.015187, 0.319341, 0.213619, 0.410718, 0.337294, 0.407458, 0.00305071, 0.00158545, 0.00157765, 0.00115671, 0.000626591, 0.00296126, 0.00256523, 0.0104723, 0.0109411, 0.000846893, 0.000783165, 0.00139044, 0.00337752, 0.00322832, 0.00308131, 0.00598461, 0.006081, 0.0176113, 0.0319191, 0.0277719, 0.00610108, 0.00124583, 0.00244076, 0.0622453, 0.00709481, 0.00218595, 0.00135138, 1.48499, 1.71868, 0.000386138, 0.00705071
-2065.98,0.991225,0.0889068,6,63,0,2076.89,2.32502,2.71054,1.93197,-0.0413632,2.51808,-1.82089,0.00593833,-0.228949,1,0.0291541,0.0291541,1,1.02552,1.02428,0.694857,-0.584775,-0.180706,0.0805743,0.359599,-0.485033,0.373672,0.350391,0.550939,0.326616,-0.0920866,0.0653446,-0.0101299,0.0680826,0.043462,-0.303791,-0.0642197,0.0115229,-0.512576,0.153135,-0.486944,-0.365799,-3.66977e-05,-0.12921,0.017437,0.016216,0.623671,0.629205
-2063.19,0.994298,0.0889068,6,63,0,2081.66,2.21717,2.55813,1.88069,1.15076,1.27877,0.0417028,0.624939,1.00095,1,-0.05578,-0.05578,1,0.980079,0.988028,0.702886,-0.605405,-0.124548,0.149976,0.413044,-0.504061,0.374058,0.370209,0.550899,0.363998,0.071577,-0.047509,-0.112603,-0.0559738,-0.0225591,-0.679958,-0.245352,-0.137353,-0.470292,0.166166,0.303423,-0.191044,0.0641795,-0.0825549,0.0641088,0.166839,0.570714,0.474516
-2059.72,0.915211,0.0889068,6,63,0,2078.49,2.64438,3.01641,2.27687,0.557535,2.17425,-1.06814,-0.751479,-0.226471,1,-0.0592632,-0.0592632,1,1.04042,1.04593,0.717563,-0.606849,-0.255531,0.105601,0.359692,-0.61613,0.381242,0.358793,0.523029,0.349288,-0.0116921,0.0429617,0.057085,-0.00331949,0.0708893,-0.285226,-0.0340074,0.0815121,-0.486134,0.125694,-0.378288,-0.429405,-0.0661289,-0.125228,0.145908,0.0684501,0.611605,0.584316
-2061.41,0.663044,0.0889068,5,31,0,2080.77,2.64824,3.03391,2.28582,0.52394,2.29049,-1.10804,-0.716766,-0.210893,1,-0.0480247,-0.0480247,1,1.04038,1.03508,0.711396,-0.605932,-0.251366,0.090546,0.333458,-0.586997,0.391092,0.359827,0.522214,0.339848,0.000206072,0.0287186,0.0697593,0.00753292,0.0452562,-0.288071,-0.0636412,0.0691606,-0.490395,0.106242,-0.410886,-0.419207,-0.0723508,-0.129489,0.0997826,0.0450607,0.609883,0.588762
-2060.21,0.982999,0.0889068,6,63,0,2079.17,2.33351,2.84503,2.14361,0.107629,1.77112,-1.03151,-0.369753,-0.436826,1,0.0489413,0.0489413,1,0.965528,0.969044,0.699382,-0.594269,-0.145771,0.156171,0.340203,-0.671586,0.343366,0.366753,0.561186,0.413099,-0.00383613,-0.0134381,0.0771511,0.0100987,0.147311,-0.261085,0.00246699,0.084427,-0.561549,0.220397,0.428997,-0.431934,0.107729,-0.0767833,0.182034,0.080459,0.585468,0.492112
-2063.99,0.984252,0.0889068,6,63,0,2077.97,2.37799,2.90009,2.2118,0.52791,2.15288,-0.436056,-0.491525,0.493933,1,0.0108958,0.0108958,1,0.944328,1.00068,0.735653,-0.621558,-0.149354,0.233104,0.246931,-0.617591,0.389136,0.363678,0.547766,0.434084,-0.0523257,-0.034764,-0.0100978,0.0463182,0.0735517,-0.379643,-0.042129,-0.0205499,-0.565781,0.191617,0.0675226,-0.365746,-0.02017,-0.0226822,0.148454,0.118129,0.618553,0.412088
-2072.49,0.995542,0.0889068,6,63,0,2089.42,2.29687,2.7499,2.01485,-0.703311,3.19591,-0.247448,-0.0895985,0.62043,1,-0.0578705,-0.0578705,1,1.09888,1.01499,0.61821,-0.597099,-0.14586,0.137929,0.37331,-0.312737,0.35747,0.360158,0.48556,0.521275,0.048146,-0.148055,0.0112335,-0.0569393,-0.0733978,-0.498646,-0.155464,-0.0183531,-0.565111,0.202535,-0.428926,-0.357113,-0.0179097,-0.106854,0.146504,0.043129,0.593477,0.59026
-2073.93,0.952541,0.0889068,5,31,0,2093.49,2.38115,2.81917,2.24464,1.00727,1.24389,0.475382,0.96795,0.473573,1,0.0540266,0.0540266,1,0.929087,0.977997,0.75165,-0.601217,-0.223963,0.153727,0.307679,-0.666991,0.406718,0.344822,0.590462,0.313885,-0.0322915,0.158297,0.0188507,-0.0452928,0.0236738,-0.35964,-0.171914,-0.0822014,-0.469194,0.120498,-0.0411048,-0.335235,0.0718407,-0.0693798,0.0112471,0.0626505,0.613306,0.424798
-2068.35,0.994954,0.0889068,6,63,0,2089.98,2.2403,2.75951,1.97904,-0.613825,3.51945,-0.401975,-0.253239,1.22855,1,-0.02944,-0.02944,1,1.02951,1.06179,0.662781,-0.562165,-0.101537,0.0776001,0.490668,-0.439776,0.349896,0.387788,0.542389,0.378803,0.138774,-0.105145,-0.0282044,-0.00374497,-0.0587189,-0.492783,-0.118159,0.016539,-0.512665,0.133276,-0.290749,-0.432289,-0.00283276,-0.158318,0.064106,0.0146735,0.601524,0.567203
-2064.75,0.992827,0.0889068,6,63,0,2080.94,2.35926,2.71187,1.98098,-0.418386,3.61506,-0.535653,0.211082,1.40311,1,-0.0646238,-0.0646238,1,1.01858,1.04362,0.679389,-0.574124,-0.137405,0.120862,0.494263,-0.422087,0.374257,0.376457,0.532773,0.389959,0.123079,-0.0445538,0.00904102,-0.0420527,-0.022566,-0.282441,-0.119443,0.00359025,-0.525998,0.129688,-0.233192,-0.467606,-0.00146769,-0.133988,0.11974,0.0144947,0.61393,0.449322
-2064.25,0.996247,0.0889068,6,63,0,2082.59,2.00734,2.59311,1.89488,0.988056,0.974145,-0.555366,-0.897241,-0.596665,1,0.0281432,0.0281432,1,1.01495,0.912059,0.718447,-0.620319,-0.107907,0.191781,0.404711,-0.542597,0.384726,0.364479,0.551871,0.363694,-0.0972446,-0.0449113,0.0308571,0.0431542,0.123275,-0.466611,-0.0892661,0.0243224,-0.520046,0.220061,0.0520569,-0.241409,0.0415264,-0.0253156,0.0983377,0.0215252,0.583644,0.580731
-2072.4,0.990909,0.0889068,6,63,0,2086.12,2.41447,3.0185,2.30866,0.164344,2.1852,1.16163,1.20333,2.05807,1,-0.0306128,-0.0306128,1,0.993262,1.11512,0.680774,-0.577126,-0.288196,0.0861197,0.31772,-0.500064,0.359038,0.36629,0.548135,0.375675,0.109135,0.0477551,0.0267346,-0.0814938,-0.0141944,-0.316014,-0.0812295,-0.0483299,-0.479146,0.0790426,-0.245635,-0.477147,0.0126387,-0.166823,0.0119668,0.0175239,0.611284,0.537716
-2069.03,0.986727,0.0889068,5,31,0,2090.51,2.50969,2.92395,2.18128,-0.514067,1.74009,0.43263,0.495338,1.09776,1,0.015582,0.015582,1,1.03984,1.02942,0.665461,-0.582565,-0.224156,0.0846137,0.375427,-0.677518,0.365358,0.418403,0.577446,0.326469,0.0116825,0.00812428,-0.0720254,0.0651063,-0.0559492,-0.369195,-0.277934,-0.00255825,-0.457261,0.152102,-0.200182,-0.410117,-0.00522853,-0.130137,0.0208419,0.0115731,0.616571,0.569606
-2070.18,0.98694,0.0889068,6,63,0,2092.99,2.20187,2.59303,1.78507,0.86376,0.693362,-0.873432,-0.834688,0.349308,1,0.00531011,0.00531011,1,0.984346,0.965345,0.684273,-0.616982,-0.156904,0.143243,0.364147,-0.429102,0.408441,0.33051,0.534692,0.411431,0.0272276,-0.0471416,0.109231,-0.0468681,-0.0444743,-0.421819,-0.0522282,0.0700569,-0.508286,0.185402,-0.206909,-0.309806,0.0183231,-0.0148773,0.0315539,0.0793901,0.579211,0.484892
-2068.06,0.977123,0.0889068,6,63,0,2094.21,2.34104,2.653,1.957,0.675075,1.27601,-0.918986,-0.553253,-0.0679264,1,-0.0486693,-0.0486693,1,1.03199,1.04783,0.714635,-0.596971,-0.158666,0.166879,0.394672,-0.5688,0.372394,0.413989,0.606225,0.378482,-0.0397121,0.0607658,0.107169,-0.0586499,0.0490343,-0.161619,-0.0221799,0.0774174,-0.491784,0.150586,-0.00731725,-0.292825,0.014764,-0.145046,0.072663,0.102383,0.618411,0.560326
-2071.48,0.969294,0.0889068,5,31,0,2086.41,2.217,2.8908,2.22304,1.02474,1.47269,-0.937298,-0.62507,-0.429344,1,0.0594951,0.0594951,1,1.00044,1.02196,0.669709,-0.632734,-0.136139,0.0501769,0.171033,-0.515619,0.343567,0.323677,0.529347,0.337378,0.0162507,-0.0825798,0.0991043,0.264474,0.153221,-0.532533,-0.0998451,0.0940541,-0.486526,0.112398,-0.383722,-0.317762,0.0235,-0.117056,0.292803,0.22813,0.585293,0.586284
-2059.46,0.991937,0.0889068,5,63,0,2086.23,2.32828,2.80393,2.24068,1.0909,1.53134,-0.728662,-0.552912,-0.474162,1,0.0510586,0.0510586,1,0.996528,1.04042,0.644402,-0.635359,-0.138892,0.0401077,0.221636,-0.479095,0.33445,0.334219,0.533017,0.385486,0.0490157,-0.0716875,0.124483,0.1402,0.104391,-0.417369,-0.0684396,0.12047,-0.500107,0.104878,-0.26633,-0.308482,0.0366284,-0.144796,0.160115,0.231824,0.583932,0.50333
-2064.8,0.97374,0.0889068,6,63,0,2080.15,2.44135,2.95925,2.12928,0.178716,1.5715,-0.466092,-0.379728,-0.189803,1,-0.0197969,-0.0197969,1,0.98285,1.02367,0.733221,-0.631422,-0.17945,0.126752,0.212636,-0.459782,0.374156,0.378852,0.626742,0.338525,-0.109349,-0.0132581,0.0869907,0.0647493,0.0683468,-0.245706,-0.0162097,0.0871777,-0.565875,0.193794,0.058652,-0.499557,-0.115989,-0.0754306,0.102216,0.2505,0.578378,0.512112
-2064.91,0.925713,0.0889068,6,63,0,2082.6,2.52158,2.92555,2.42443,0.451955,2.04794,-0.105565,0.0462547,0.0909279,1,0.0331899,0.0331899,1,1.02098,1.00232,0.669879,-0.581961,-0.328187,0.114026,0.512698,-0.738884,0.395176,0.3581,0.531611,0.431116,0.112864,0.0320552,0.0211165,-0.010279,0.017941,-0.429368,0.0857486,0.0236971,-0.473016,0.156998,-0.236433,-0.350347,0.124548,-0.167754,0.634943,0.384868,0.61101,0.527417
-2070.2,0.817601,0.0889068,5,31,0,2087.25,2.52248,3.15079,2.28253,-0.420319,2.43374,-0.468914,-0.329844,0.170399,1,-0.00100244,-0.00100244,1,1.0288,1.00182,0.637064,-0.634823,-0.283658,0.184293,0.376997,-0.711721,0.389399,0.348206,0.437431,0.460495,-0.015595,0.015415,0.00780494,0.0138138,0.092037,-0.263021,-0.288131,0.000122627,-0.495973,0.153821,-0.268123,-0.392226,0.0445532,-0.209475,0.13799,0.0836216,0.598417,0.531118
-2079.71,0.988764,0.0889068,6,63,0,2104.14,2.68476,3.1151,2.43004,1.00803,1.40356,0.796253,0.29382,1.69125,1,0.0256534,0.0256534,1,0.995644,1.0003,0.764956,-0.589594,-0.288991,0.0564739,0.224584,-0.66174,0.351478,0.347778,0.667249,0.405521,0.10017,0.0370616,-0.0131565,-0.0269616,-0.0541354,-0.474664,-0.0100053,-0.0463657,-0.551169,0.167372,0.308153,-0.678856,0.0254388,-0.0623794,0.0699371,0.0318785,0.593854,0.399394
-2070.83,0.998724,0.0889068,6,63,0,2101.36,2.17474,2.60736,1.85865,0.859871,1.58706,0.543362,0.667707,0.553552,1,0.000446946,0.000446946,1,1.0195,1.01505,0.604524,-0.659625,-0.221391,0.166018,0.372599,-0.532646,0.370936,0.413853,0.558452,0.407205,-0.0920067,-0.017487,-0.00977685,-0.027416,-0.133008,-0.575445,-0.338075,-0.0480733,-0.503219,0.200639,-0.359446,-0.0994592,0.0105709,-0.128836,0.199577,0.0454824,0.593507,0.614493
-2060.73,0.997302,0.0889068,5,31,0,2089.64,2.11761,2.66668,1.96123,0.4448,1.31148,0.645669,0.615981,0.645686,1,-0.0761937,-0.0761937,1,0.975781,0.977243,0.700003,-0.631493,-0.162356,0.100939,0.423374,-0.455969,0.346285,0.35864,0.523363,0.343751,0.0248519,0.0112591,-0.00603752,0.0134991,-0.197214,-0.695681,-0.432681,0.0299898,-0.4891,0.114398,-0.0811636,-0.220549,0.0639996,-0.100719,0.352821,0.00698401,0.578539,0.706833
-2067.18,0.764929,0.0889068,6,63,0,2079.92,2.34048,2.84994,2.17367,-0.0657602,3.56095,0.121091,-0.146763,0.576591,1,-0.0291809,-0.0291809,1,0.997058,0.995753,0.749388,-0.590484,-0.223775,0.117267,0.395458,-0.615341,0.396199,0.385474,0.540309,0.376354,0.0438662,0.0799004,0.00382059,0.0224975,-0.0672569,-0.44939,-0.424774,0.0777835,-0.57067,0.177537,-0.238308,-0.387767,-0.00934803,-0.0955414,0.121602,0.0236396,0.568625,0.710928
-2068.15,0.996312,0.0889068,6,63,0,2087.8,2.48644,2.79262,2.09651,0.816619,1.09726,0.595826,0.74574,1.44586,1,0.08145,0.08145,1,0.998402,1.00091,0.69798,-0.608067,-0.136088,0.123602,0.224795,-0.457185,0.335851,0.415668,0.594423,0.234222,-0.0401887,-0.0126515,-0.116217,-0.0685891,-0.0355017,-0.443446,-0.0472253,-0.112351,-0.479113,0.173922,0.180188,-0.565569,0.0468112,-0.0777043,0.0482187,0.0638064,0.611784,0.421588
-2054.01,0.263676,0.0889068,6,63,0,2081.62,2.3598,2.86783,2.16976,0.559022,2.28019,0.0286525,0.09628,0.266627,1,-0.00643455,-0.00643455,1,1.02234,0.969776,0.716175,-0.597368,-0.174742,0.0793456,0.194235,-0.483065,0.360787,0.360703,0.555756,0.416415,-0.0510499,-0.0247589,-0.0518807,-0.106242,-0.148984,-0.593295,-0.307536,-0.0623322,-0.448713,0.156154,-0.00295213,-0.311874,0.0422556,-0.148185,0.628521,0.576585,0.598235,0.570546
-2052.33,0.940135,0.0889068,5,31,0,2071.9,2.4213,2.88864,2.19799,0.465171,1.87269,0.0815296,0.21751,0.271953,1,0.00457069,0.00457069,1,1.02986,0.98486,0.713594,-0.611688,-0.171009,0.0793038,0.159766,-0.480684,0.363908,0.351606,0.56207,0.382659,-0.0296718,-0.0454451,-0.0572023,-0.143974,-0.134314,-0.6849,-0.241904,-0.0509568,-0.477585,0.131695,0.0211295,-0.322401,0.0458901,-0.147497,0.752373,0.456663,0.605754,0.592463
-2055.44,0.383518,0.0889068,6,63,0,2069.53,2.21353,2.72543,2.05193,-0.162399,2.83272,0.0508667,0.262394,0.702872,1,0.0571259,0.0571259,1,1.02105,1.02521,0.732928,-0.632421,-0.141047,0.117721,0.280674,-0.544112,0.321994,0.384083,0.594599,0.319486,-0.00237318,0.0360843,-0.0472062,-0.0164148,-0.00703887,-0.407814,-0.202151,-0.057333,-0.467514,0.196165,-0.12952,-0.315327,-0.0228342,-0.0708808,0.118253,0.148711,0.605297,0.464359
-2070.74,0.975639,0.0889068,5,31,0,2081.42,2.11518,2.80846,1.91823,-0.280815,3.85513,-0.104015,0.0194073,0.459892,1,0.0893304,0.0893304,1,1.02799,0.99132,0.671154,-0.61296,-0.118271,0.0503178,0.197306,-0.556709,0.307114,0.422651,0.586244,0.273717,0.0176126,0.0416401,-0.0542223,-0.0784319,-0.0850153,-0.290049,-0.152482,-0.0136605,-0.473939,0.238993,-0.241395,-0.359577,-0.0330858,-0.0420842,0.26048,0.104627,0.60368,0.475844
-2070.19,0.99224,0.0889068,6,63,0,2092.9,2.18757,2.82709,2.01321,1.89409,0.718367,0.607207,0.682335,1.12064,1,0.0326284,0.0326284,1,0.960107,1.06766,0.723316,-0.555252,-0.168538,0.240173,0.437115,-0.540319,0.384198,0.352262,0.483839,0.403372,-0.0350001,0.0919747,0.0126207,-0.0206016,-0.194734,-0.61126,-0.462224,-0.00722631,-0.510392,0.223828,-0.346822,-0.353733,-0.0303759,-0.177991,0.235602,0.00695201,0.599446,0.623901
-2073.7,0.984357,0.0889068,5,31,0,2100.12,2.23411,2.80125,2.02744,2.0794,0.763702,0.724007,0.603913,1.22488,1,0.0438769,0.0438769,1,0.954164,1.07483,0.727023,-0.560998,-0.155251,0.260943,0.448531,-0.519948,0.385267,0.352232,0.481209,0.419849,-0.058366,0.101166,0.0168594,-0.030206,-0.192074,-0.593724,-0.441755,-0.0171936,-0.508048,0.202479,-0.349746,-0.352502,-0.0385261,-0.185258,0.21627,0.00560566,0.593305,0.605704
-2064.05,0.95449,0.0889068,6,63,0,2093.97,2.32982,2.82452,2.06909,0.04816,2.33316,-0.144986,-0.696386,0.437228,1,0.0164154,0.0164154,1,1.07189,0.992291,0.659166,-0.652069,-0.262287,0.0795118,0.299847,-0.603672,0.31055,0.391589,0.550792,0.350843,0.0864946,0.0215226,0.0112419,0.0774228,0.0294931,-0.355563,-0.104167,0.0418909,-0.461729,0.240053,-0.0490482,-0.240687,0.0549857,-0.0852527,0.084898,0.0715437,0.599558,0.584239
-2062.62,0.998187,0.0889068,5,63,0,2085.4,2.28772,2.81715,2.12571,0.656339,5.14676,-0.629673,-0.553158,0.672346,1,0.0290612,0.0290612,1,1.07324,0.999345,0.693671,-0.615764,-0.2306,0.112758,0.437196,-0.404244,0.374454,0.330458,0.571414,0.301693,-0.000461588,0.00384751,-0.00825372,-0.0492451,0.00765648,-0.364639,-0.28207,-0.0357004,-0.571948,0.135478,-0.42671,-0.352234,0.0118432,-0.0828642,0.085961,0.0432578,0.59137,0.567518
-2066.01,0.99201,0.0889068,5,31,0,2083.34,2.30938,2.84074,1.96038,0.216833,4.46424,-0.907797,-0.004827,0.45434,1,-0.0229823,-0.0229823,1,1.03263,0.952034,0.699078,-0.625796,-0.268434,0.107389,0.521037,-0.513921,0.336733,0.326076,0.5752,0.373857,-0.040452,0.0268426,-0.00742726,0.0457834,0.00416847,-0.533679,0.0571527,0.0434903,-0.549617,0.154521,-0.815216,-0.322035,0.0375736,-0.0787285,0.0649563,0.0415922,0.594466,0.55937
-2057.91,0.984096,0.0889068,5,31,0,2082.67,2.37018,2.6459,2.16808,0.229584,1.7704,-0.549381,0.0343296,0.230949,1,-0.0218307,-0.0218307,1,0.98843,1.01456,0.673351,-0.602805,-0.196069,0.106036,0.438704,-0.640499,0.330727,0.37684,0.589235,0.339219,0.0493427,-0.0341454,0.0154635,-0.0442207,0.0165168,-0.499338,-0.154493,-0.0411379,-0.500762,0.138847,0.159437,-0.418725,-0.0229021,-0.0723472,0.316964,0.0108871,0.611991,0.593718
-2061.07,0.990926,0.0889068,5,31,0,2078.15,2.35116,2.7257,2.01234,-0.0977493,1.72037,-0.49701,-0.261142,0.318444,1,-0.0199131,-0.0199131,1,0.957835,1.00594,0.682836,-0.568919,-0.217333,0.0899021,0.44034,-0.632773,0.320459,0.375884,0.583555,0.404361,0.0677029,0.0144937,-0.0113666,-0.00590143,0.021035,-0.387888,-0.0572014,-0.0640583,-0.480803,0.132044,0.151649,-0.400389,-0.0376929,-0.0626957,0.11035,0.0254206,0.615001,0.575439
-2056.89,0.965737,0.0889068,5,63,0,2073.21,2.24253,2.73926,2.08894,0.494633,3.09336,0.0645905,-0.66679,0.968404,1,0.0100618,0.0100618,1,1.01296,0.94902,0.704172,-0.628339,-0.224081,0.115954,0.341976,-0.47033,0.399417,0.355511,0.486425,0.358099,-0.0136597,0.0077868,0.0156144,0.00258455,0.00589476,-0.533326,-0.128801,0.0396965,-0.485004,0.188674,0.0278853,-0.277095,0.0112597,-0.10301,0.0743727,0.0578942,0.592634,0.536257
-2060.23,0.972432,0.0889068,5,63,0,2072.47,2.1428,2.81412,2.14033,0.840267,2.17703,-0.445688,-0.371091,0.960292,1,0.024314,0.024314,1,0.990865,0.954981,0.662326,-0.627777,-0.209909,0.122997,0.288748,-0.379771,0.405473,0.346657,0.496973,0.31364,-0.0270641,-0.0260812,-0.0420726,0.00846194,-0.027302,-0.409524,-0.210435,-0.0617669,-0.508894,0.170555,-0.16148,-0.277295,0.046262,-0.132797,0.109634,0.041547,0.606199,0.536072
-2064.43,0.966737,0.0889068,6,63,0,2078.04,2.34582,2.71117,2.10268,0.345243,1.87985,-0.260161,-0.329217,0.30267,1,-0.0195655,-0.0195655,1,1.02671,0.999728,0.744482,-0.581068,-0.130674,0.129789,0.377471,-0.788005,0.330908,0.354582,0.563309,0.481953,0.033369,-0.0424765,-0.0339139,0.0256503,-0.0588553,-0.503839,-0.0474858,-0.0376552,-0.490258,0.114982,-0.0238991,-0.444305,-0.0520684,-0.0895706,0.319116,0.0350127,0.604064,0.579145
-2065.77,0.998853,0.0889068,6,63,0,2082.13,2.42421,2.92152,2.25936,0.0511597,2.12669,-1.32398,1.51239,0.973543,1,0.0123986,0.0123986,1,1.02496,0.983333,0.660226,-0.619076,-0.190805,0.162107,0.302101,-0.404623,0.398785,0.382512,0.552802,0.266618,-0.0147844,0.0967944,-0.0475327,0.0153285,-0.0076172,-0.319154,-0.214288,-0.0341021,-0.554485,0.164194,-0.248623,-0.42432,0.0505665,-0.159156,0.0286007,0.0233061,0.578624,0.523805
-2058.89,0.998239,0.0889068,5,63,0,2078.32,2.14839,2.53271,1.84278,1.0335,1.19394,0.399857,0.415666,1.68026,1,0.015773,0.015773,1,0.988002,1.00217,0.712934,-0.556227,-0.152204,0.128365,0.450307,-0.52068,0.360805,0.336389,0.519645,0.37276,-0.00778778,-0.0545296,-0.0107592,-0.0300638,-0.0429758,-0.647457,-0.100347,-0.0112675,-0.44308,0.102363,-0.135025,-0.232968,0.0531851,-0.10521,0.0646133,0.0280463,0.611135,0.577466
-2068.01,0.926844,0.0889068,6,63,0,2083.22,2.22114,2.65244,1.90381,-0.00137071,1.5335,-0.0125085,0.300648,1.1942,1,0.0241176,0.0241176,1,0.97799,0.997086,0.679425,-0.541261,-0.13297,0.0686301,0.30662,-0.424259,0.434562,0.33033,0.51263,0.334458,0.0122004,-0.058721,-0.0148031,0.00260813,-0.150325,-0.775174,-0.434466,-0.0289935,-0.441697,0.127168,-0.145124,-0.303566,0.012992,-0.133514,0.108535,0.0403987,0.614511,0.494773
-2065.91,0.994322,0.0889068,6,63,0,2086.74,2.10411,2.63064,1.86624,0.933547,1.69664,-0.179226,-0.13511,0.568339,1,-0.093404,-0.093404,1,1.06019,1.00368,0.707972,-0.610524,-0.214558,0.137924,0.513873,-0.531076,0.359681,0.365611,0.579109,0.257412,-0.0488616,0.0160129,-0.00995615,0.0126724,-0.0756082,-0.139245,0.0758488,-0.0143899,-0.480944,0.186917,-0.0118939,-0.31019,0.0596703,-0.0509691,0.0430724,0.177224,0.580568,0.687028
-2066.86,0.994985,0.0889068,5,31,0,2083.73,2.32412,2.65284,2.07673,0.0846288,1.43434,-1.54026,-0.510684,0.720996,1,0.0741953,0.0741953,1,0.924387,1.02982,0.710823,-0.625342,-0.166051,0.113516,0.493624,-0.474423,0.361203,0.401243,0.59204,0.287878,0.00506247,-0.000490162,0.0116093,0.063292,0.0372686,-0.54117,-0.226512,0.0249881,-0.526275,0.143458,-0.0238744,-0.449074,-0.0118098,-0.175021,0.0679567,0.0693413,0.61649,0.462481
-2058.89,0.662256,0.0889068,5,63,0,2086.44,2.32002,2.75855,2.16732,0.380889,1.39462,-1.464,-1.2189,0.121625,1,0.0245305,0.0245305,1,1.00844,1.00302,0.702259,-0.604275,-0.156154,0.17439,0.431144,-0.453884,0.390242,0.37384,0.559847,0.295186,0.0341489,0.00311464,-0.00789541,-0.00923318,0.0447839,-0.314143,-0.0395843,0.0596066,-0.478817,0.143097,0.129474,-0.457111,-0.0221738,-0.167644,0.0764855,0.0183195,0.602898,0.427351
-2069.49,0.98863,0.0889068,5,31,0,2081.36,2.41098,2.78753,2.0297,-0.0109262,2.65496,-2.0415,-0.500011,-0.0670627,1,-0.0448099,-0.0448099,1,0.959522,1.02709,0.71424,-0.651551,-0.28002,0.191769,0.616933,-0.475849,0.357711,0.391392,0.534344,0.344029,-0.0302211,-0.00753511,0.0866265,0.0864017,0.0364201,-0.146201,-0.240551,0.0101668,-0.530768,0.188089,-0.223505,-0.484348,0.0212768,-0.115614,0.0253896,0.0556839,0.595969,0.370612
-2066.25,0.996948,0.0889068,6,63,0,2085.51,2.31981,2.99178,2.16044,1.28084,1.32416,0.481313,-0.0161282,0.641013,1,0.0411192,0.0411192,1,1.04147,0.973967,0.693927,-0.55863,-0.130444,0.0674204,0.139038,-0.662489,0.388888,0.340848,0.581696,0.398993,0.0349608,0.00941249,0.0564272,0.0127931,-0.0124716,-0.450035,-0.0900005,-0.00870336,-0.494754,0.148073,0.0213644,-0.304822,0.00318903,-0.109152,0.0237589,0.0521116,0.601955,0.725432
-2063.81,0.995609,0.0889068,5,31,0,2081.4,2.33897,2.63103,2.15137,0.289406,1.85443,0.167614,-0.0658597,-0.148075,1,-0.0338357,-0.0338357,1,1.0581,0.965492,0.722814,-0.595784,-0.135148,0.119449,0.210045,-0.619647,0.347782,0.340681,0.567053,0.333178,0.0290616,-0.00292201,-0.0805581,-0.0115669,0.0253338,-0.482786,0.0574154,-0.0350933,-0.471293,0.128244,0.0552164,-0.293117,-0.0250301,-0.0833899,0.0388967,0.0694223,0.598318,0.571562
-2062.6,0.997444,0.0889068,5,31,0,2082.3,2.30007,2.90844,2.10869,0.434813,1.89364,-1.04464,-1.385,-0.132215,1,-0.0652597,-0.0652597,1,0.966084,1.00098,0.682823,-0.590414,-0.21471,0.15076,0.394106,-0.537855,0.385914,0.375616,0.51756,0.415862,-0.0208316,0.0378859,-0.0200192,0.0538893,-0.0112177,-0.43626,-0.244975,-0.0338511,-0.529995,0.206865,-0.0675002,-0.31533,0.0912977,-0.169359,0.052415,0.0516642,0.586027,0.527731
-2060.6,0.991172,0.0889068,6,63,0,2080.77,2.35576,2.93013,2.06846,0.599691,1.72563,-0.974373,-1.24869,-0.105946,1,-0.0671734,-0.0671734,1,0.978244,1.00079,0.688154,-0.588776,-0.173336,0.179318,0.429903,-0.507117,0.372035,0.378006,0.534828,0.418755,-0.0188286,0.0505346,0.0494542,0.0308504,0.0953103,-0.558622,-0.291717,0.00232863,-0.5224,0.213517,-0.173016,-0.309118,0.0791665,-0.16723,0.0662299,0.0429548,0.590856,0.505502
-2059.05,0.989937,0.0889068,5,31,0,2075.49,2.41378,2.7927,2.22655,-0.013863,2.07625,-0.254623,-0.0953629,-0.245274,1,-0.0750627,-0.0750627,1,0.969512,1.00885,0.711333,-0.575364,-0.174937,0.113395,0.228908,-0.507283,0.376556,0.364766,0.559327,0.336208,0.00951295,-0.0239916,0.0425964,0.0797659,0.0328609,-0.399003,0.135307,0.0736643,-0.476406,0.157424,-0.255415,-0.305752,0.11031,-0.143261,0.143852,0.307972,0.610219,0.403677
