# 0.0308496, 0.0301469, 0.0325156, 0.267797, 0.218043, 0.412891, 0.363261, 0.349658, 0.00314853, 0.00154638, 0.00160479, 0.0178718, 0.0563213, 0.0513152, 0.00194993, 0.145278, 0.249147, 0.135772, 0.150886, 0.207078, 0.208126, 0.196205, 0.240005, 0.257545, 0.316794, 1.43102, 1.01422, 1.36325, 1.30577, 0.0149739, 0.0354845, 0.0411667, 0.1371, 0.116499, 0.165587, 0.247862, 0.244813, 0.294112, 1.31703, 1.54515, 1.33222, 0.0203336, 0.00189256, 0.00226365, 0.127153, 0.120638, 0.146128, 0.261004, 0.244683, 0.320633, 1.41482, 1.44575, 1.33609, 0.01045, 0.00138311, 0.116052, 0.152429, 0.327352, 1.43044, 1.27183, 0.00137572, 0.00076602, 0.144884, 0.153152, 0.321779, 1.33361, 1.43486, 0.0156101, 0.0568451, 0.118649, 0.130438, 0.356195, 1.43904, 1.41713, 0.00701818, 0.00440787, 0.00441828, 0.00410945, 0.000774347, 0.00337142, 0.00466307, 0.0174221, 0.0198269, 0.00346167, 0.00330929, 0.00771729, 0.00776223, 0.0173264, 0.0428248, 0.0293835, 0.00764547, 1.11294, 1.12873, 0.000399884, 0.00677477
-1901.58,0.998407,0.0280675,7,127,0,1952.45,2.65888,1.22435,1.13328,0.534395,1.74526,0.778119,-0.333126,0.0843763,1,0.0421872,0.0421872,1,1.07989,1.08285,0.505684,1.51055,0.593047,0.603175,0.611665,0.254504,0.54767,0.157281,1,-0.59149,-0.194469,-0.565245,-0.59149,1,-0.167088,0.254619,-0.194469,-0.167088,1,-0.387487,-0.565245,0.254619,-0.387487,1,0.0886115,1.20635,0.305702,1.75979,0.524735,-0.235435,0.333751,0.1054,0.672486,0.285579,1,0.0267171,-0.297342,0.0267171,1,-0.557676,-0.297342,-0.557676,1,1.15698,3.51741,0.320891,0.403636,0.325822,0.514213,0.447199,0.391718,0.0380811,1,0.0607845,-0.157989,0.0607845,1,-0.179573,-0.157989,-0.179573,1,0.131387,0.148357,0.542984,0.214681,0.522649,-0.569746,0.0933203,1,-0.11537,-0.11537,1,0.569254,0.937433,-0.557229,-0.592205,-0.152438,-0.195035,1,-0.307994,-0.307994,1,0.382572,0.610504,-0.113709,-0.0489721,-0.384841,0.266207,1,-0.530469,-0.530469,1,0.599508,0.498183,-0.00499209,0.0833073,0.0856112,-0.533287,0.556361,-0.163861,0.0958754,0.267107,-0.521832,0.0252983,0.0619539,-0.0671083,-0.00146366,-0.0681115,-0.660341,-0.194067,-0.0173928,0.110891,0.116019,0.504598,-0.106769
-1913.16,0.939354,0.0280675,7,127,0,1954.04,2.2765,1.313,1.10029,0.535612,0.851784,-0.169115,-0.843117,-0.51585,1,0.0558918,0.0558918,1,1.04273,1.03949,0.666961,0.733306,-0.000588366,0.611648,0.540254,0.391691,-0.373478,0.61784,1,0.782242,0.267527,0.585501,0.782242,1,0.5905,0.581798,0.267527,0.5905,1,0.717854,0.585501,0.581798,0.717854,1,0.846954,0.404292,0.827376,0.112164,0.381273,0.335708,1.11961,-0.301314,-0.448211,0.653284,1,-0.11384,-0.0921356,-0.11384,1,0.412499,-0.0921356,0.412499,1,1.95966,0.561524,0.77445,0.30568,0.37901,0.488226,-0.0508386,0.398688,0.444007,1,0.245868,-0.574917,0.245868,1,-0.0123867,-0.574917,-0.0123867,1,1.04308,0.0292417,0.37573,0.514779,0.552846,-0.205767,0.337018,1,0.437642,0.437642,1,0.464432,0.234854,-0.513625,-0.598521,-0.132626,-0.0686436,1,0.451863,0.451863,1,1.05695,0.396231,-0.382753,-0.775354,0.512709,-0.533527,1,0.363533,0.363533,1,0.536081,0.356855,0.0776148,-0.0697576,0.146065,-0.312018,0.540823,-0.186832,0.187713,0.475034,-0.664262,0.067165,0.0933883,0.0382591,0.0584605,0.067712,-0.364579,-0.0138649,0.0652545,0.181861,0.0604603,0.504573,-0.101218
-1902.82,0.9746,0.0280675,7,127,0,1949.95,2.5871,1.32505,1.08109,0.462137,0.969257,-0.191341,-0.38961,-0.340416,1,0.0942016,0.0942016,1,1.07499,1.08601,0.618408,0.45984,-0.0792978,0.634577,0.226163,0.157592,0.0344246,0.30018,1,0.463007,-0.0482854,0.776881,0.463007,1,0.482208,0.356589,-0.0482854,0.482208,1,0.152313,0.776881,0.356589,0.152313,1,0.413343,0.814889,1.75476,0.303552,0.435688,0.4209,0.986526,-0.256273,-0.0964236,-0.0577017,1,0.223525,0.400567,0.223525,1,0.848726,0.400567,0.848726,1,0.456758,1.46153,1.07703,0.170894,0.36438,0.524617,0.133722,0.368984,0.523916,1,0.636412,-0.580308,0.636412,1,-0.613557,-0.580308,-0.613557,1,0.825429,0.0605347,0.0204851,0.403914,0.56136,0.482116,0.532251,1,-0.23655,-0.23655,1,1.53337,0.202541,-0.531176,-0.586534,-0.538452,-0.39747,1,0.362604,0.362604,1,1.28966,1.01547,-0.290195,-0.462679,-0.100431,-0.538937,1,0.54914,0.54914,1,1.10462,0.09065,0.0252485,-0.0428133,0.149716,-0.389236,0.544447,-0.229057,0.164097,0.3213,-0.563342,0.0935937,0.0340401,0.110249,0.11055,0.109641,-0.26869,0.12802,0.0805716,0.616096,0.258121,0.499643,0.00298211
-1901.38,0.583192,0.0280675,5,61,1,1950.35,2.6525,1.35733,1.1281,0.653668,1.09378,-0.104672,-0.396437,-0.236709,1,0.107932,0.107932,1,1.03375,1.07918,0.605089,0.532865,-0.0716846,0.634238,-0.119692,0.170737,0.00332472,0.30987,1,0.603531,0.0844175,0.79575,0.603531,1,0.516422,0.531017,0.0844175,0.516422,1,0.279275,0.79575,0.531017,0.279275,1,0.45204,0.576841,1.86907,0.342906,0.47369,0.493683,0.993234,-0.200437,-0.311599,0.259035,1,0.234425,0.377834,0.234425,1,0.926084,0.377834,0.926084,1,0.53767,1.12325,0.866641,0.156562,0.351269,0.526656,-0.00193655,0.236263,0.535183,1,0.446804,-0.593169,0.446804,1,-0.612259,-0.593169,-0.612259,1,0.83926,0.0913445,0.0121188,0.430483,0.542825,0.429332,0.412957,1,-0.18489,-0.18489,1,1.27784,0.199065,-0.533689,-0.592977,-0.429262,-0.228263,1,0.464927,0.464927,1,0.879793,1.10399,-0.294192,-0.51046,-0.150182,-0.437837,1,0.197834,0.197834,1,0.42227,0.0898561,0.011252,0.00210326,0.155552,-0.409967,0.530974,-0.214306,0.177047,0.326857,-0.57545,0.116055,0.00232001,0.107644,0.105862,0.0607581,-0.276314,0.118855,0.0861799,0.342289,0.382943,0.506017,0.00248092
-1909.25,0.98809,0.0280675,7,127,0,1960.23,2.78802,1.53456,1.2558,-0.250005,1.74934,-0.230171,-0.449058,-0.315004,1,0.0559767,0.0559767,1,0.993629,1.11107,0.790572,0.775458,0.0789639,0.57688,0.106837,0.556212,0.0295808,-0.750412,1,0.242644,-0.423055,0.874794,0.242644,1,-0.162287,0.380395,-0.423055,-0.162287,1,-0.285047,0.874794,0.380395,-0.285047,1,0.7638,0.22042,1.18503,1.71206,0.363073,0.142591,0.82646,0.422907,0.161378,0.754003,1,0.0914845,0.690384,0.0914845,1,0.336943,0.690384,0.336943,1,0.377775,0.120832,0.495579,0.322641,0.316323,0.548152,-0.491002,0.397996,0.540901,1,-0.648603,-0.126564,-0.648603,1,-0.352567,-0.126564,-0.352567,1,0.673077,0.0351242,0.00856752,0.424246,0.487032,0.0468032,0.258412,1,-0.243957,-0.243957,1,0.41885,0.401902,-0.584831,-0.591485,-0.165689,0.286146,1,0.687811,0.687811,1,0.302246,0.968589,-0.412216,-0.299911,-0.764068,-0.271739,1,-0.282159,-0.282159,1,0.331248,0.0563472,0.0619733,-0.0743662,0.244228,-0.448247,0.516785,-0.232181,0.0753726,0.30711,-0.771835,0.0316983,0.0292207,0.141262,0.159714,0.268382,-0.15429,0.0759696,0.168958,0.854427,0.379464,0.537426,-0.208652
-1909.13,0.379483,0.0280675,7,127,0,1945.05,2.80905,1.5081,1.27779,-0.214478,1.83732,-0.301155,-0.423984,-0.434877,1,0.0449846,0.0449846,1,0.98313,1.10587,0.81078,0.762116,0.0392827,0.578169,0.065304,0.545228,0.0442623,-0.841177,1,0.299458,-0.365778,0.866428,0.299458,1,-0.213968,0.42055,-0.365778,-0.213968,1,-0.209959,0.866428,0.42055,-0.209959,1,0.828391,0.182156,1.38167,1.32517,0.353439,0.0832605,0.775105,0.528342,0.179895,0.737494,1,0.0790514,0.763452,0.0790514,1,0.298047,0.763452,0.298047,1,0.48662,0.161445,0.394607,0.317051,0.310771,0.534741,-0.434291,0.276849,0.541207,1,-0.575748,0.105207,-0.575748,1,-0.522942,0.105207,-0.522942,1,0.609735,0.0346016,0.00821745,0.424648,0.491297,0.118254,0.233152,1,-0.0629648,-0.0629648,1,0.371851,0.432963,-0.574847,-0.598036,-0.224888,0.116379,1,0.636354,0.636354,1,0.386839,0.741301,-0.347996,-0.347994,-0.70229,-0.263503,1,-0.168751,-0.168751,1,0.464375,0.0716174,0.054612,-0.085974,0.229473,-0.477009,0.533564,-0.22154,0.0691251,0.312487,-0.770497,0.0181592,0.0280279,0.128149,0.171514,0.24301,-0.110221,0.0297219,0.171063,0.736304,0.417317,0.536666,-0.202599
-1911.32,0.913627,0.0280675,7,127,0,1952.6,2.76674,1.63212,1.35142,-0.340413,2.74597,-0.162128,-0.34189,-0.288817,1,0.0278536,0.0278536,1,1.01428,1.08733,0.840003,0.931312,0.0797026,0.573908,0.166009,0.959347,0.0842582,-0.356159,1,0.171298,-0.283172,0.826537,0.171298,1,-0.527689,0.279472,-0.283172,-0.527689,1,-0.355809,0.826537,0.279472,-0.355809,1,1.538,0.0727041,2.43366,1.09047,0.374508,0.110249,0.715614,0.494788,-0.121458,0.714151,1,-0.0944948,0.332266,-0.0944948,1,0.382841,0.332266,0.382841,1,1.16797,0.134475,0.189991,0.290558,0.31768,0.53463,-0.579619,0.292008,0.552785,1,-0.497357,-0.0363233,-0.497357,1,-0.546633,-0.0363233,-0.546633,1,0.658743,0.0463222,0.0128643,0.45734,0.491622,0.0442403,0.3554,1,0.330849,0.330849,1,0.245267,0.0793915,-0.589092,-0.563032,-0.317817,-0.0556439,1,0.792915,0.792915,1,0.282148,0.794447,-0.338912,-0.307845,-0.617059,-0.415268,1,-0.141976,-0.141976,1,1.00826,0.12827,-0.0184046,-0.0510998,0.279615,-0.539527,0.544018,-0.163434,0.138872,0.358083,-0.84628,-0.00193133,0.0361035,0.141264,0.120618,0.293449,-0.250278,0.0224936,0.155583,1.08492,0.462904,0.536519,-0.209021
-1905.58,0.994246,0.0280675,7,127,0,1958.56,2.62791,1.34373,1.36787,0.797966,0.905261,-0.148458,-0.390746,-0.289085,1,0.127633,0.127633,1,1.03627,1.0912,0.450595,1.0041,0.433477,0.54804,0.280439,0.948135,0.46057,-0.350164,1,-0.178903,0.267237,-0.478587,-0.178903,1,0.424781,-0.125963,0.267237,0.424781,1,-0.344883,-0.478587,-0.125963,-0.344883,1,0.35613,0.0702115,0.0855315,2.46609,0.568285,-0.0558505,0.417496,0.388354,0.423653,-0.304275,1,0.11185,-0.314585,0.11185,1,-0.455976,-0.314585,-0.455976,1,0.204375,0.941224,1.23072,0.281114,0.335544,0.501558,-0.759125,0.336654,0.392064,1,0.386951,-0.0770109,0.386951,1,-0.379943,-0.0770109,-0.379943,1,0.668875,0.161339,0.254999,0.308134,0.594413,-0.235518,0.511071,1,-0.199449,-0.199449,1,0.267691,0.589986,-0.55055,-0.592281,0.165534,0.124514,1,-0.542905,-0.542905,1,1.558,1.29938,-0.445641,0.359207,-0.234906,0.233512,1,0.314899,0.314899,1,0.988155,0.245264,-0.190109,-0.0172119,0.078262,-0.368544,0.537823,-0.199326,0.0784686,0.319812,-0.445128,0.0575732,0.106363,0.104756,0.117672,0.191567,-0.82282,0.0698331,0.109036,0.776204,0.381835,0.482069,-0.00897048
-1915.85,0.922306,0.0280675,7,127,0,1960.24,2.58336,1.32419,1.27508,0.43586,1.86817,-0.562716,-1.82327,-1.3581,1,0.0165818,0.0165818,1,1.03253,1.06697,0.604464,1.11267,0.170092,0.472398,-0.0734264,-0.100374,0.720223,0.233635,1,0.409897,-0.198449,0.502148,0.409897,1,-0.543509,0.359415,-0.198449,-0.543509,1,0.0790439,0.502148,0.359415,0.0790439,1,1.26178,2.07503,0.69764,0.78264,0.32216,-0.23674,0.663215,0.390354,-0.160559,0.689272,1,-0.301622,0.410899,-0.301622,1,0.0753415,0.410899,0.0753415,1,0.439616,1.79512,0.0322128,0.454035,0.332346,0.585541,0.671506,-0.0331644,0.255873,1,-0.457086,0.0990589,-0.457086,1,0.286022,0.0990589,0.286022,1,0.246276,0.940311,0.265249,0.312244,0.499253,0.0644667,-0.41846,1,0.482244,0.482244,1,0.303963,0.874895,-0.547544,-0.582746,-0.48356,-0.285694,1,0.836429,0.836429,1,0.339588,0.77366,-0.0675169,-0.773815,-0.0738415,-0.275059,1,-0.598534,-0.598534,1,0.0838644,2.54056,0.141482,0.0241395,0.249924,-0.533113,0.553278,-0.227258,0.263131,0.454999,-0.818336,0.0271811,0.0279517,0.055904,0.0792034,0.144294,-0.247851,-0.0261696,0.0517549,0.129836,0.0573208,0.531896,-0.171079
-1916.44,0.987253,0.0280675,7,127,0,1978.81,2.81633,1.48047,1.23249,0.936922,1.56489,-0.0809953,-0.281183,-0.216417,1,0.168223,0.168223,1,1.07118,1.08122,0.584045,0.963496,0.565236,0.638637,0.335782,0.641995,0.412715,0.286556,1,-0.212051,0.0922496,-0.107931,-0.212051,1,0.262884,-0.65129,0.0922496,0.262884,1,-0.156581,-0.107931,-0.65129,-0.156581,1,0.649439,1.44136,0.806879,0.25888,0.408199,0.0285114,0.303257,0.273549,0.22292,0.174203,1,0.129939,-0.313038,0.129939,1,-0.196114,-0.313038,-0.196114,1,0.0816187,0.158705,0.363378,0.259747,0.260771,0.459144,-0.529614,-0.294538,-0.117737,1,0.766372,-0.0750917,0.766372,1,-0.481926,-0.0750917,-0.481926,1,0.833896,1.65981,1.04534,0.454032,0.614011,0.46909,-0.262765,1,-0.52509,-0.52509,1,0.30273,2.46949,-0.633163,-0.611378,-0.674766,-0.476141,1,-0.782832,-0.782832,1,0.0975076,0.0939912,-0.485612,-0.158264,-0.24286,-0.104358,1,0.667197,0.667197,1,0.977447,0.0356968,-0.0557614,0.0954422,0.147781,-0.402731,0.541219,-0.135703,0.0842216,0.236043,-0.424759,0.076501,0.158477,0.16484,0.19919,0.142899,-0.621806,0.170888,0.198929,0.755875,0.829366,0.492929,-0.0590392
-1925.85,0.949912,0.0280675,7,127,0,1973.42,2.69426,1.40125,1.53138,0.0432684,1.64082,-1.13962,-1.48917,-1.35688,1,-0.00759811,-0.00759811,1,1.03623,1.09201,0.744007,0.811672,0.445175,0.538374,-0.223632,0.453885,-0.511649,0.118293,1,0.154427,0.310299,0.244007,0.154427,1,-0.279876,0.80783,0.310299,-0.279876,1,-0.124102,0.244007,0.80783,-0.124102,1,1.33077,0.267743,4.01637,4.79257,0.353093,0.0374122,0.603791,0.371183,0.440916,0.0673177,1,-0.311549,0.513917,-0.311549,1,-0.777633,0.513917,-0.777633,1,1.75475,1.03248,0.649194,0.305501,0.463492,0.586779,0.280018,0.235826,0.309113,1,-0.4706,-0.0215662,-0.4706,1,0.431593,-0.0215662,0.431593,1,0.370787,0.242348,0.582645,0.417298,0.519495,-0.0319586,0.500383,1,0.497123,0.497123,1,0.296061,0.369144,-0.462505,-0.539998,-0.549092,-0.497684,1,0.832261,0.832261,1,0.223976,0.33284,-0.0863124,-0.202576,-0.347045,-0.0982905,1,-0.713406,-0.713406,1,0.440681,2.92285,0.0245843,-0.0358319,0.218231,-0.491078,0.579632,-0.252701,0.23395,0.387324,-0.806283,0.0231118,0.0414801,0.262863,0.227146,0.141775,-0.26929,-0.162076,0.252718,0.113705,0.201677,0.520151,-0.0920859
-1908.79,0.938304,0.0280675,6,105,1,1964.13,2.54911,1.37963,1.27207,0.362006,1.11066,-0.825456,-1.14871,-1.04942,1,0.0244056,0.0244056,1,1.02857,1.11326,0.72011,0.807785,0.500265,0.564285,-0.541575,0.548965,0.384,-0.111782,1,0.57349,0.436063,0.323251,0.57349,1,0.287239,0.137072,0.436063,0.287239,1,0.24423,0.323251,0.137072,0.24423,1,1.39704,2.48553,0.28939,0.269439,0.368406,0.186313,0.334773,0.480183,0.297675,0.121224,1,-0.39536,-0.108538,-0.39536,1,-0.0946846,-0.108538,-0.0946846,1,0.981416,1.33957,1.86686,0.473101,0.330302,0.559868,0.183535,0.32498,0.288921,1,0.664631,0.55252,0.664631,1,0.321316,0.55252,0.321316,1,0.477966,0.643429,0.290221,0.371411,0.56897,0.156751,0.0863152,1,0.107346,0.107346,1,2.38292,0.383226,-0.514715,-0.554396,-0.242528,-0.471999,1,-0.244384,-0.244384,1,0.345492,0.211344,-0.183711,-0.105829,0.10089,-0.179168,1,-0.589791,-0.589791,1,0.250036,0.468945,0.0363947,0.0187381,0.220579,-0.482177,0.543332,-0.182608,0.131615,0.0955664,-0.755145,0.195252,0.0702875,0.257596,0.328772,0.255877,-0.381148,0.202631,0.270308,0.247108,0.242749,0.495411,-0.150689
-1913.39,0.993888,0.0280675,7,127,0,1952.83,2.56586,1.42441,1.32841,0.637133,0.715583,-1.07461,-1.29851,-1.10366,1,0.00527631,0.00527631,1,1.04105,1.11518,0.670571,0.817606,0.555828,0.525113,-0.547028,0.394815,0.624743,0.159617,1,0.652427,0.439326,0.455411,0.652427,1,0.643506,0.238694,0.439326,0.643506,1,-0.0422665,0.455411,0.238694,-0.0422665,1,1.4744,1.47774,1.14571,0.51333,0.423771,0.131346,0.359349,0.617693,0.403737,-0.143067,1,-0.29275,0.0226435,-0.29275,1,0.188964,0.0226435,0.188964,1,1.15691,1.12891,0.532235,0.273718,0.314465,0.570491,0.201828,0.53161,0.583686,1,0.60996,0.663053,0.60996,1,0.297093,0.663053,0.297093,1,1.12937,3.79321,0.447479,0.385109,0.561291,0.304258,-2.63382e-05,1,-0.601225,-0.601225,1,0.629942,0.400054,-0.534897,-0.544138,-0.451326,-0.152945,1,-0.0363643,-0.0363643,1,0.678278,0.344772,-0.130577,0.0768564,0.0748997,-0.262566,1,-0.783921,-0.783921,1,0.515027,0.426647,0.0933781,0.01538,0.195384,-0.447788,0.553327,-0.183179,0.132586,0.214073,-0.739873,0.118376,0.126636,0.313077,0.304602,0.394109,-0.127493,0.193522,0.273119,0.369633,0.211383,0.497599,-0.1665
-1913.95,0.9816,0.0280675,7,127,0,1953.41,2.51667,1.38846,1.35888,0.481373,0.749386,-0.937646,-1.48592,-1.26155,1,0.0377474,0.0377474,1,1.0753,1.11163,0.721644,0.920109,0.573959,0.49268,-0.487883,0.647423,0.326787,-0.0804641,1,0.671678,0.373853,0.41412,0.671678,1,0.551545,0.416526,0.373853,0.551545,1,0.258338,0.41412,0.416526,0.258338,1,0.82665,2.33618,0.401965,0.927781,0.460141,0.0975081,0.254324,0.355327,0.431814,-0.0309939,1,-0.62762,0.0155339,-0.62762,1,0.252759,0.0155339,0.252759,1,0.719567,1.21127,0.900203,0.292575,0.315568,0.604253,0.0707947,0.338674,0.55821,1,0.569789,0.595758,0.569789,1,0.366741,0.595758,0.366741,1,1.22528,3.108,0.370284,0.443983,0.564365,0.255407,-0.0206753,1,-0.49413,-0.49413,1,0.805019,0.671331,-0.578974,-0.52124,-0.48026,-0.41416,1,0.145928,0.145928,1,0.289087,0.688759,-0.174368,-0.144384,0.0642103,-0.159355,1,-0.661386,-0.661386,1,0.418507,0.208702,0.111379,0.0307821,0.183607,-0.513986,0.565611,-0.227718,0.14933,0.203807,-0.824722,0.115351,0.125304,0.316104,0.313911,0.376102,-0.283409,0.191734,0.332219,0.295226,0.218727,0.498123,-0.135731
-1922.82,0.994574,0.0280675,7,127,0,1970.81,2.53515,1.39263,1.1221,1.24754,1.10251,-0.647756,-1.10657,-0.817061,1,0.0227281,0.0227281,1,1.09128,1.16498,0.517045,1.01835,0.732564,0.513279,-1.44368,0.495579,0.47304,0.0714883,1,0.116862,0.0191385,-0.0402321,0.116862,1,-0.0665743,0.727287,0.0191385,-0.0665743,1,-0.335781,-0.0402321,0.727287,-0.335781,1,3.31236,0.956205,0.482284,0.483039,0.457997,-0.154147,0.323027,0.421395,0.530021,-0.263372,1,0.41013,0.762863,0.41013,1,0.626382,0.762863,0.626382,1,1.99616,1.83845,1.56453,0.321697,0.345977,0.657336,0.319806,-0.0614796,0.711904,1,0.559911,0.342855,0.559911,1,0.574355,0.342855,0.574355,1,0.185702,0.474966,2.1658,0.409681,0.562573,0.280301,0.439877,1,-0.431125,-0.431125,1,0.53094,0.496709,-0.580895,-0.519332,-0.398309,-0.494136,1,0.0761279,0.0761279,1,1.81453,0.118502,-0.118082,-0.194195,-0.122071,-0.239945,1,-0.215116,-0.215116,1,0.415814,0.174397,0.0223571,-0.00596131,0.0651088,-0.373536,0.565039,-0.167016,0.0665018,0.323232,-0.795952,0.161832,0.1124,0.285347,0.284089,0.143904,-0.234604,0.0134995,0.267706,0.19678,0.260237,0.493911,-0.190162
-1913.47,0.996553,0.0280675,7,127,0,1960.85,2.45383,1.39776,1.35288,0.297926,1.7373,-0.308018,-0.400255,-0.341546,1,0.165603,0.165603,1,0.999482,1.01418,0.706458,0.980768,0.492826,0.610021,1.02123,0.747473,0.466038,0.396152,1,0.0495488,0.0036899,0.066097,0.0495488,1,0.0266948,-0.628618,0.0036899,0.0266948,1,0.287932,0.066097,-0.628618,0.287932,1,1.40094,1.10727,0.318713,1.31854,0.376279,-0.120971,0.689252,0.388227,-0.0858568,0.620867,1,-0.333875,-0.782639,-0.333875,1,-0.0869617,-0.782639,-0.0869617,1,0.0187407,0.0763731,0.0447453,0.344989,0.406423,0.542085,0.348235,0.329059,0.693072,1,-0.824072,-0.447642,-0.824072,1,0.099176,-0.447642,0.099176,1,0.042474,0.292188,0.110616,0.166558,0.53248,0.268241,0.178331,1,0.354103,0.354103,1,0.939768,0.222658,-0.524189,-0.642215,-0.656994,-0.567011,1,-0.148237,-0.148237,1,0.152487,0.163842,-0.254462,-0.070882,0.210126,0.228982,1,0.214584,0.214584,1,1.47299,0.510604,-0.0146123,0.0377256,0.249361,-0.466569,0.526663,-0.21868,0.324983,0.326792,-0.406302,-0.0315997,0.0764748,0.040317,0.0492275,0.19731,-0.373976,0.367366,0.0356829,0.617608,0.1294,0.515361,-0.0281175
-1904.93,0.961523,0.0280675,7,127,0,1955.16,2.83006,1.317,1.19179,0.623182,1.41865,-0.368755,-0.574658,-0.485974,1,-0.017618,-0.017618,1,1.03119,1.12328,0.415886,0.990792,0.525164,0.556842,-0.114483,0.911751,0.601924,0.580824,1,0.197671,-0.0115121,0.0277904,0.197671,1,0.205988,0.632524,-0.0115121,0.205988,1,0.0688159,0.0277904,0.632524,0.0688159,1,0.556562,0.2678,0.0877814,0.103963,0.483401,-0.178509,0.569182,0.455176,-0.359476,-0.450703,1,-0.154022,0.747856,-0.154022,1,0.0723087,0.747856,0.0723087,1,0.160115,2.07143,2.27181,0.365693,0.310109,0.56555,0.391439,-0.0635837,-0.0703811,1,0.298548,0.305195,0.298548,1,0.460258,0.305195,0.460258,1,0.100752,0.452205,1.39949,0.588362,0.568988,0.748709,0.0243734,1,-0.389716,-0.389716,1,0.177767,0.833677,-0.543547,-0.548567,-0.349584,-0.446106,1,0.273691,0.273691,1,0.207413,0.129933,-0.38041,-0.206879,-0.352609,-0.452656,1,-0.164002,-0.164002,1,0.249059,0.329299,-0.0266078,0.00495845,0.107204,-0.422191,0.577161,-0.167897,-0.0383858,0.426523,-0.684243,0.0948605,0.0693832,0.204197,0.223378,0.0383141,-0.304582,-0.199963,0.177435,0.176048,0.436275,0.51563,-0.202333
-1905.09,0.94463,0.0280675,7,127,0,1945.08,2.3551,1.31405,1.25491,0.812943,1.15315,-0.576804,-1.28103,-0.886126,1,0.128088,0.128088,1,1.00673,1.01431,0.812015,1.29157,0.311873,0.582619,0.778751,0.725948,-0.353175,-0.0184419,1,-0.0844974,0.216247,-0.254545,-0.0844974,1,0.163709,0.556426,0.216247,0.163709,1,0.0738932,-0.254545,0.556426,0.0738932,1,0.0955805,1.19131,2.4093,0.558084,0.43583,-0.20634,0.622184,-0.367344,0.0854532,0.269741,1,-0.0561103,0.373046,-0.0561103,1,-0.528384,0.373046,-0.528384,1,0.778951,0.131616,0.368759,0.187416,0.349342,0.564852,0.209226,0.345185,-0.632719,1,0.254419,0.299245,0.254419,1,-0.159884,0.299245,-0.159884,1,0.0223066,0.0657889,1.72183,0.203976,0.574918,0.228035,0.0860448,1,0.10522,0.10522,1,0.107059,0.697894,-0.583272,-0.564439,-0.428228,-0.507262,1,-0.261164,-0.261164,1,0.62167,0.121675,-0.27775,-0.0371733,-0.292991,-0.126108,1,0.505342,0.505342,1,0.0917203,0.0693762,-0.0193378,-0.0699293,0.0514001,-0.413542,0.481764,-0.124065,0.133582,0.306261,-0.538132,0.0389574,0.146392,0.0710514,0.0815464,0.218525,-0.442565,0.239146,0.0739107,0.233827,0.0660479,0.503821,-0.167348
-1908.19,0.998154,0.0280675,7,127,0,1946.68,2.48761,1.11399,1.08235,0.47456,0.961695,-0.365585,-0.537671,-0.445509,1,0.0724461,0.0724461,1,1.06753,1.0592,0.511023,1.16083,0.312798,0.568443,0.506399,0.859636,-1.05737,1.20929,1,-0.0123576,0.0383685,-0.314564,-0.0123576,1,-0.523303,-0.132865,0.0383685,-0.523303,1,-0.244437,-0.314564,-0.132865,-0.244437,1,0.0957427,0.446094,1.14338,0.667197,0.479636,-0.242688,0.540477,-0.616436,-0.228415,0.542908,1,0.440708,0.642885,0.440708,1,0.765551,0.642885,0.765551,1,1.24038,4.24923,0.44111,0.235324,0.33653,0.567402,0.321427,0.456313,-0.534159,1,-0.0369487,-0.868562,-0.0369487,1,-0.19042,-0.868562,-0.19042,1,0.0897995,0.243624,0.963403,0.451564,0.574691,0.193688,0.470421,1,-0.595471,-0.595471,1,0.743123,0.457047,-0.528861,-0.589647,-0.575728,-0.533662,1,-0.179374,-0.179374,1,0.122473,0.0731783,-0.0761112,0.176953,-0.151068,0.249988,1,-0.432578,-0.432578,1,0.0842724,0.133563,0.0111174,0.101348,0.0523036,-0.408053,0.547166,-0.223412,0.205565,0.473996,-0.509222,0.127833,0.115497,0.0931605,0.114022,0.264419,-0.389356,0.0988982,0.129524,0.596406,0.266381,0.520485,-0.145011
-1913.9,0.93175,0.0280675,7,127,0,1967.79,2.48827,1.33438,1.04789,0.925094,2.61626,-0.153931,-0.338072,-0.241266,1,0.0516889,0.0516889,1,0.996877,1.10238,0.579354,1.15015,0.299691,0.467781,0.556146,1.05308,-0.85373,0.229055,1,-0.311767,0.371776,0.14738,-0.311767,1,0.57327,-0.20318,0.371776,0.57327,1,0.0668687,0.14738,-0.20318,0.0668687,1,0.595974,0.148583,1.46922,0.442888,0.597108,-0.10807,0.847748,0.932871,-0.0627869,0.556348,1,0.559199,0.577337,0.559199,1,-0.0608127,0.577337,-0.0608127,1,0.641447,0.0540757,0.941766,0.0880936,0.310046,0.670507,0.11578,0.440363,-0.398602,1,-0.443305,-0.667603,-0.443305,1,0.31072,-0.667603,0.31072,1,0.141591,0.353478,1.13169,0.399088,0.557407,0.0248058,0.605379,1,-0.0459608,-0.0459608,1,0.49509,1.08154,-0.598473,-0.639965,-0.634866,-0.599227,1,0.509998,0.509998,1,0.0307225,0.100641,-0.386905,-0.508849,-0.381191,0.313249,1,0.0528245,0.0528245,1,0.0148803,3.15239,0.194006,-0.0104299,0.164968,-0.364918,0.52568,-0.204946,0.0801972,0.337544,-0.656395,0.00536506,0.179972,0.0522684,0.0536929,0.120899,-0.343168,0.043937,0.101068,0.501864,0.273557,0.505436,0.0480602
