lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,b_BreachDays.1,b_BreachDays.2,b_BreachDays.3,a_Goby.1,a_Goby.2,a_Goby.3,a_bar_Goby,b_bar_Breach,Rho_Zone.1.1,Rho_Zone.2.1,Rho_Zone.1.2,Rho_Zone.2.2,sigma_Zone.1,sigma_Zone.2,U.1,U.2,U.3,Rho_errors.1.1,Rho_errors.2.1,Rho_errors.1.2,Rho_errors.2.2,sigma_errors.1,sigma_errors.2,beta_BreachDays_sub,beta_Rain,beta_Wind,beta_Year_2,beta_Year,beta_SB_count,beta_SC_count,beta_Temp,beta_DO,beta_SAV,a_Rain,a_Wind,a_BreachDays,a_Temp,a_SAV,a_SC,a_SB,a_DO,beta_Temp_2,beta_Micro,beta_SAV_2,beta_Substrate,beta_Goby_lag,beta_BreachDays_2,k_U_bio,k_U,tau,phi
# Adaptation terminated
# Step size = 0.0575441
# Diagonal elements of inverse mass matrix:
# 0.0106548, 0.00477824, 0.00636307, 0.0160509, 0.0174204, 0.0159942, 0.31908, 0.0395019, 0.342795, 0.202929, 0.87871, 0.35435, 0.331193, 0.387228, 0.00319811, 0.00165052, 0.00155416, 0.00105692, 0.00110598, 0.000664454, 0.00298272, 0.00228708, 0.0105768, 0.0106236, 0.000763896, 0.00132292, 0.00358403, 0.00327965, 0.00309819, 0.00640073, 0.00632183, 0.0182041, 0.0313435, 0.0292032, 0.00633, 0.00124723, 0.00219486, 0.0608849, 0.00717077, 0.00232652, 0.00138323, 1.38665, 1.57124, 0.000410116, 0.00754918
-2059.31,0.988013,0.0575441,6,63,0,2086.79,0.178285,0.345442,0.312508,2.39812,2.82749,2.04713,0.694074,0.131788,1,0.277161,0.277161,1,1.87068,0.200846,-0.521342,0.0699462,0.540653,1,-0.0818596,-0.0818596,1,1.05477,1.07554,0.428436,0.734682,-0.576643,-0.169326,0.217155,0.49703,-0.524903,0.373728,0.510904,0.404585,-0.0435701,-0.037659,0.021453,0.00998259,0.00618323,-0.466944,0.0499504,0.00380059,-0.516984,0.200751,-0.200071,-0.353885,-0.0119166,-0.144576,0.00391402,0.069664,0.597913,0.633241
-2058.62,0.99212,0.0575441,6,63,0,2085.18,0.131488,0.19931,0.394606,2.12379,2.63652,2.00823,0.977614,0.29029,1,-9.12757e-05,-9.12757e-05,1,1.25889,0.134252,-0.270267,-0.706531,-0.0104486,1,0.029386,0.029386,1,0.955946,1.05351,0.37859,0.671832,-0.620131,-0.156101,0.04559,0.368434,-0.456525,0.365877,0.593987,0.268197,0.0675127,-0.0421013,0.0943821,0.0230544,0.00249046,-0.495402,-0.243361,0.0642355,-0.476645,0.205687,-0.329267,-0.227091,0.0523962,-0.0371728,0.0370235,0.165383,0.582477,0.456783
-2054.49,0.997367,0.0575441,6,63,0,2073.06,0.143182,0.318038,0.314865,2.31416,2.63747,1.94154,0.349523,0.207835,1,-0.443625,-0.443625,1,1.62787,0.199249,-0.567376,-0.755559,-0.0981143,1,0.065413,0.065413,1,1.04993,1.05495,0.421918,0.676852,-0.601068,-0.184834,0.183844,0.432381,-0.584697,0.346187,0.587829,0.297456,0.0289195,-0.031375,0.0491339,0.10584,0.00407071,-0.33836,0.0638327,0.0950978,-0.450734,0.180105,0.137903,-0.371066,0.0507827,-0.0747109,0.0390394,0.171376,0.605858,0.591034
-2054.82,0.989172,0.0575441,6,63,0,2068.96,0.113565,0.198898,0.445126,2.17584,2.66368,2.06765,1.08607,0.577044,1,-0.129143,-0.129143,1,1.29328,0.981353,-1.03934,-0.719158,-0.395689,1,-0.0271307,-0.0271307,1,1.00376,1.0587,0.414232,0.689883,-0.627534,-0.143811,0.173987,0.447866,-0.599516,0.348008,0.565806,0.363474,-0.0164065,0.103975,0.113458,0.0540005,0.0672347,-0.495608,-0.191918,0.0667701,-0.493005,0.176956,0.0428014,-0.46094,0.0155106,-0.0778097,0.120236,0.0992144,0.59735,0.592629
-2060.54,0.988898,0.0575441,6,63,0,2076.7,0.0625603,0.312164,0.49789,2.29765,2.61574,1.85395,-0.386983,0.604404,1,-0.710019,-0.710019,1,1.74441,0.511609,-0.022801,0.0771838,0.190732,1,0.01588,0.01588,1,1.03315,0.980064,0.4002,0.687183,-0.634579,-0.211305,0.154079,0.598403,-0.482886,0.309973,0.600589,0.221038,-0.056536,-0.0683561,0.000314046,-0.0360557,-0.00354637,-0.199631,-0.0130354,-0.0698484,-0.506187,0.202537,-0.145363,-0.325496,-0.0413648,-0.0815532,0.569519,0.504473,0.610404,0.497144
-2061.69,0.736012,0.0575441,6,63,0,2088.28,0.288069,0.260061,0.397315,2.18107,2.85917,2.14395,0.867581,0.0900993,1,-0.0186256,-0.0186256,1,2.54178,0.315096,-0.0524798,0.980908,1.50872,1,0.013308,0.013308,1,0.993085,1.01384,0.382047,0.703319,-0.588982,-0.119396,0.109719,0.182532,-0.599375,0.380593,0.513148,0.428321,0.0518777,0.0599182,0.0307723,-0.0124117,-0.198975,-0.454549,-0.124879,-0.0300366,-0.514965,0.138078,-0.143718,-0.263786,0.0713632,-0.0832698,0.198728,0.00331062,0.583694,0.626112
-2059.14,0.998355,0.0575441,6,63,0,2084.86,0.126073,0.268574,0.350398,2.37136,2.66415,2.10364,-0.184228,0.0301087,1,0.224428,0.224428,1,2.06255,0.382295,-0.1036,-0.59336,-0.189938,1,-0.0109049,-0.0109049,1,1.01438,0.990209,0.364286,0.700871,-0.613742,-0.159226,0.0677776,0.247049,-0.531108,0.3653,0.545173,0.440367,-0.0464642,-0.0280197,-0.0247065,-0.00560451,0.0313473,-0.476972,-0.174845,0.0210523,-0.489007,0.156021,-0.140167,-0.400766,-0.0275937,-0.0424586,0.02396,0.0319604,0.618259,0.349054
-2068.84,0.991157,0.0575441,6,63,0,2088.74,0.0159317,0.142962,0.444506,2.09114,2.71764,2.19028,0.341964,0.320647,1,0.10183,0.10183,1,2.0768,0.178475,-0.868255,-0.426832,-0.812427,1,-0.00915196,-0.00915196,1,0.991516,0.974738,0.398554,0.65013,-0.623407,-0.129663,0.120314,0.290561,-0.604354,0.366128,0.559887,0.336086,-0.0953213,-0.000482965,0.110352,0.0780727,0.00221529,-0.326352,-0.22264,0.0171646,-0.539556,0.126099,0.0114444,-0.39548,0.0368948,0.0491413,0.0297986,0.0954542,0.604432,0.506768
-2075.43,0.996141,0.0575441,6,63,0,2097.47,0.297058,0.347721,0.332381,2.36603,2.52975,1.80106,0.556932,0.618253,1,-0.870089,-0.870089,1,1.3355,0.352326,0.0677852,-1.21958,2.32898,1,0.0578581,0.0578581,1,1.04494,1.01695,0.431557,0.767475,-0.600022,-0.186762,0.17312,0.565427,-0.308424,0.352547,0.521515,0.312151,0.0638574,0.0660976,0.0196462,0.000667555,-0.00089091,-0.482369,-0.0546632,-0.0278692,-0.463153,0.221789,-0.260123,-0.256045,-0.0517782,-0.190245,0.0160026,0.0161888,0.602686,0.517516
-2071.55,0.995277,0.0575441,6,63,0,2095.28,0.0436096,0.17044,0.518528,2.11707,2.73002,2.20683,0.176722,0.36359,1,0.237658,0.237658,1,1.51263,0.593064,-0.738188,-1.61047,-0.891996,1,-0.0536039,-0.0536039,1,0.969713,0.995306,0.333435,0.614774,-0.59916,-0.171786,0.0929064,0.356183,-0.756894,0.39335,0.586012,0.329729,-0.07682,0.00373938,0.0907081,0.0720546,0.0581818,-0.248483,-0.0505063,0.040545,-0.493888,0.116807,-0.0718873,-0.363216,0.0975734,-0.00569289,0.0633036,0.0628749,0.589097,0.590862
-2081.63,0.98325,0.0575441,6,63,0,2102.24,0.241834,0.321729,0.302053,2.52698,2.76252,2.02772,1.42566,0.369759,1,-0.8705,-0.8705,1,1.21251,0.120296,-2.37211,-0.416023,0.154554,1,0.18034,0.18034,1,1.06903,1.09796,0.477299,0.7871,-0.576004,-0.220423,0.146318,0.423502,-0.348301,0.377987,0.480506,0.363129,0.130713,-0.0205556,0.0757314,0.0214123,0.0571956,-0.413765,0.0832711,0.017379,-0.482276,0.241624,-0.367863,-0.36258,-0.031476,-0.180618,0.0398894,0.0431746,0.605789,0.625357
-2076.72,0.978812,0.0575441,6,63,0,2102.5,0.281699,0.271419,0.356949,2.19502,2.77046,2.24217,-0.457786,0.284515,1,0.738415,0.738415,1,3.21595,0.0644998,0.818582,0.297067,0.75159,1,-0.138363,-0.138363,1,0.942308,0.941634,0.300239,0.624705,-0.609935,-0.136096,0.0320319,0.205358,-0.65611,0.371971,0.602421,0.359739,-0.112572,0.0374626,0.00134589,-0.0655345,-0.0951873,-0.51854,-0.234768,-0.0507917,-0.494012,0.00813983,0.0256514,-0.347007,0.0913697,-0.0734235,0.175176,0.0705143,0.586844,0.42238
-2075.68,0.910112,0.0575441,6,63,0,2096.59,0.251017,0.219993,0.380633,2.2421,2.69991,2.10718,1.62183,0.330214,1,-0.431947,-0.431947,1,0.725099,0.14402,-1.21627,0.167755,-0.562365,1,0.127877,0.127877,1,1.07299,1.09847,0.489869,0.757041,-0.60248,-0.236373,0.242515,0.556365,-0.455129,0.40684,0.508696,0.350538,0.126226,-0.0263344,-0.00426606,0.0343118,0.00773633,-0.319235,-0.0709426,0.00052498,-0.517097,0.28931,-0.27866,-0.355851,-0.00589951,-0.0806956,0.00312518,0.0105243,0.608074,0.649081
-2077.58,0.993733,0.0575441,6,63,0,2106.11,0.269176,0.392217,0.462614,2.40449,2.78384,2.00038,1.54438,0.574142,1,-0.393261,-0.393261,1,0.651788,0.288302,-0.219288,-0.891099,0.431493,1,0.0808129,0.0808129,1,1.06245,1.06771,0.428585,0.81634,-0.62687,-0.240175,0.204444,0.432913,-0.59952,0.379763,0.513047,0.316272,0.0517169,-0.0583091,-0.0101904,-0.0388526,0.0334332,-0.312286,0.146478,0.0469348,-0.536992,0.292726,-0.309605,-0.32786,0.0691347,-0.0746979,0.00550337,0.0703545,0.594368,0.682652
-2066.77,0.999372,0.0575441,6,63,0,2099.35,-0.0267825,0.271412,0.174133,2.3693,2.8518,2.28009,0.349502,-0.164301,1,-0.0216999,-0.0216999,1,2.23523,0.286282,-0.823444,-0.53093,-0.118732,1,0.00681343,0.00681343,1,1.02784,0.934684,0.442428,0.692833,-0.582059,-0.204705,0.133532,0.313495,-0.401596,0.366094,0.564001,0.449022,-0.0789097,-0.0272703,0.0402929,0.0120404,0.0976058,-0.4568,-0.312978,0.0133629,-0.594118,0.129082,-0.325965,-0.499382,-0.053566,-0.104851,0.273133,0.0969908,0.602498,0.47169
-2057.44,0.99994,0.0575441,6,63,0,2082.59,0.340293,0.250899,0.56297,2.30873,2.79091,2.04431,-0.0107102,0.348454,1,0.395028,0.395028,1,1.84723,0.0812922,-0.55581,-0.365657,0.175239,1,-0.0313721,-0.0313721,1,0.96329,1.08608,0.34548,0.690424,-0.619364,-0.175875,0.119819,0.354944,-0.692175,0.387035,0.534037,0.337554,0.0862571,-0.00245568,0.0255512,-8.69858e-05,0.0789169,-0.253212,0.110449,-0.000715573,-0.438682,0.176148,0.0373414,-0.428551,0.0196393,-0.0796138,0.322327,0.112893,0.58441,0.609874
-2056.6,0.946401,0.0575441,6,63,0,2075.2,0.24423,0.270008,0.318394,2.09829,2.57677,2.00785,0.379262,0.415996,1,-0.508411,-0.508411,1,2.62292,0.383211,-1.29362,-0.847758,-0.421831,1,-0.0260228,-0.0260228,1,1.01019,1.00005,0.405625,0.694837,-0.588549,-0.186355,0.0934122,0.558775,-0.495665,0.365397,0.556477,0.274515,0.0419019,-0.0078066,0.0242224,0.0422999,0.121548,-0.367072,-0.173932,0.057295,-0.494697,0.186432,-0.073462,-0.283769,-0.00784102,-0.0997383,0.0767637,0.0698386,0.634316,0.567285
-2056.8,0.987179,0.0575441,6,63,0,2077.22,0.111452,0.2968,0.490387,2.49449,2.95823,2.14531,0.320905,-0.169801,1,0.450382,0.450382,1,1.14167,0.309585,-0.933616,-0.521459,-0.358772,1,0.0284318,0.0284318,1,0.994446,0.996938,0.400638,0.708198,-0.623928,-0.180963,0.182142,0.30359,-0.548221,0.334113,0.547575,0.357204,-0.0407323,0.00830328,0.00999076,0.0185075,0.10272,-0.449312,-0.0239637,0.0400076,-0.518994,0.180693,-0.0821952,-0.396414,0.0393405,-0.0910147,0.162229,0.0519292,0.56172,0.555661
-2064.54,0.989295,0.0575441,6,63,0,2079.78,0.335244,0.242425,0.320561,2.33269,2.88816,2.25819,-0.246453,-0.55089,1,0.874003,0.874003,1,4.35354,0.857939,-0.182375,0.0199995,-0.00828569,1,0.0163603,0.0163603,1,1.00905,0.962389,0.423287,0.671317,-0.589804,-0.2583,0.10858,0.518419,-0.742287,0.369773,0.589854,0.37899,0.0432105,0.0141997,-0.0231579,0.0350934,-0.0108863,-0.258873,-0.047443,0.0838038,-0.501439,0.181841,-0.168189,-0.382884,-0.0205152,-0.0908405,0.73118,0.357684,0.630942,0.567777
-2058.77,0.979267,0.0575441,6,63,0,2083.48,-0.0158634,0.250755,0.388763,2.38547,2.81176,2.12485,1.20602,-0.265882,1,0.218979,0.218979,1,0.816889,0.868722,-0.515282,-0.332017,0.13966,1,-0.0130054,-0.0130054,1,0.952286,0.991662,0.386059,0.671674,-0.586447,-0.139627,0.0766141,0.163096,-0.387778,0.398702,0.492536,0.390643,-0.0029594,0.0571736,-0.0163021,0.006509,0.0542716,-0.44305,-0.0789858,0.0639353,-0.447149,0.121009,-0.0751385,-0.338511,0.0501461,-0.135764,0.119574,0.073069,0.585471,0.472973
-2050.98,0.975665,0.0575441,6,63,0,2079.35,0.291199,0.24703,0.299279,2.35402,2.94036,2.17074,-0.102278,0.256003,1,0.436529,0.436529,1,2.77601,0.0348234,-0.677936,-0.681784,-0.20165,1,0.00320704,0.00320704,1,1.04931,1.02016,0.389824,0.708545,-0.570246,-0.185264,0.175798,0.40835,-0.699608,0.36807,0.542845,0.304966,0.0439779,9.08436e-05,-0.0210549,0.0105688,0.188726,-0.230811,-0.00769486,0.0641421,-0.517302,0.161439,-0.0812708,-0.452583,0.0252303,-0.0844012,0.440627,0.0777731,0.600931,0.664398
-2050.55,0.995316,0.0575441,6,63,0,2066.77,0.212977,0.250118,0.240751,2.30033,2.977,2.16208,-0.428347,0.206709,1,0.685721,0.685721,1,3.0207,0.0304562,-0.770795,-0.203553,-0.200336,1,0.0125057,0.0125057,1,1.06723,1.007,0.383857,0.715619,-0.575796,-0.16798,0.169176,0.448635,-0.66971,0.366157,0.554143,0.30146,0.0477534,-0.00149035,0.0241487,0.0296108,0.110396,-0.255267,-0.1082,0.0235684,-0.512159,0.155521,-0.26811,-0.429149,0.0375372,-0.100816,0.202064,0.117244,0.600435,0.652821
-2049.88,0.969327,0.0575441,6,63,0,2069.56,0.231242,0.263314,0.313529,2.49062,2.7618,2.19516,1.47134,0.266022,1,0.257104,0.257104,1,0.933562,0.0449933,-0.743542,-0.388022,-0.175721,1,0.0531771,0.0531771,1,1.01425,1.03947,0.37813,0.636007,-0.605222,-0.156492,0.217258,0.398675,-0.583316,0.38922,0.52368,0.438932,-0.0214737,-0.0237834,0.0240145,0.0308578,0.112067,-0.311928,0.0222432,-0.00291462,-0.508592,0.16034,0.101513,-0.484254,0.00930659,-0.0985204,0.290668,0.0961604,0.602921,0.443368
-2050.87,0.912776,0.0575441,6,63,0,2067.19,0.239021,0.282186,0.280386,2.1893,2.77649,2.0559,0.265273,0.285585,1,-0.377961,-0.377961,1,1.72152,0.0249613,-0.31768,-0.321405,-0.238212,1,-0.0225757,-0.0225757,1,1.0213,0.935048,0.455656,0.726205,-0.61106,-0.20506,0.203586,0.46186,-0.562966,0.348285,0.52511,0.441882,0.117284,0.000235445,0.0295301,0.0498824,0.391615,-0.0757217,0.258584,0.0971418,-0.507946,0.127063,-0.0670963,-0.279806,-0.0602434,-0.0684319,1.36334,0.177248,0.594721,0.621016
-2051.82,0.66667,0.0575441,6,63,0,2069.88,0.25786,0.20544,0.313022,2.24205,2.72406,1.98667,0.885028,0.285356,1,-0.583769,-0.583769,1,1.70761,0.0728913,-0.848724,-0.738546,-0.574153,1,0.0220854,0.0220854,1,0.979168,1.05096,0.398199,0.696634,-0.586242,-0.138262,0.172222,0.410204,-0.521418,0.423635,0.488257,0.450718,0.0161751,-0.050505,0.103563,0.0842375,0.383761,0.0414388,0.142037,0.0348344,-0.571761,0.204439,0.191948,-0.354203,-0.000684641,-0.0450655,0.527036,0.078934,0.618194,0.454918
-2057.14,0.921173,0.0575441,6,63,0,2070.29,0.184559,0.278629,0.357932,2.27716,2.6585,2.05124,-0.273879,0.687868,1,-0.503978,-0.503978,1,2.05551,0.368723,-0.315676,-0.217589,-0.147726,1,-0.0285773,-0.0285773,1,1.0472,0.977049,0.372384,0.715324,-0.580222,-0.139904,0.0943545,0.34037,-0.539749,0.363651,0.510688,0.3041,0.0307602,0.0983304,0.141099,0.128405,0.284802,-0.292465,0.261336,0.0628077,-0.438116,0.103388,-0.134075,-0.325895,-0.00491781,-0.116708,1.44965,0.374289,0.575492,0.722892
-2059.65,0.999618,0.0575441,6,63,0,2085.35,0.0414337,0.235784,0.500859,2.16757,2.57628,1.85394,1.49785,0.71638,1,-0.455651,-0.455651,1,1.20593,1.29938,-0.591079,-0.442743,-0.151348,1,-0.00921133,-0.00921133,1,0.962285,0.946626,0.369391,0.72506,-0.592357,-0.209601,0.170626,0.478756,-0.328792,0.422432,0.479825,0.343131,-0.00649696,-0.00738215,-0.00470013,0.00414382,0.118467,-0.0621009,0.0211474,0.0300897,-0.466279,0.220395,-0.18478,-0.303769,0.0491968,-0.0716156,0.361552,0.0612829,0.600843,0.582152
-2063.38,0.981381,0.0575441,6,63,0,2087.88,0.0744692,0.243445,0.357965,2.09179,2.67203,1.8665,0.946301,0.73602,1,-0.92722,-0.92722,1,1.09055,0.397335,-0.349907,-0.10951,-0.0843523,1,-0.0169506,-0.0169506,1,0.977694,0.965979,0.334775,0.702706,-0.586304,-0.232681,0.10857,0.517053,-0.197633,0.399296,0.499502,0.27864,-0.0155327,-0.0413369,0.0323654,-0.00715386,0.0678375,-0.193506,-0.178266,0.00634729,-0.473409,0.120719,0.33655,-0.448033,-0.0023257,-0.108692,0.427226,0.0582507,0.597302,0.595696
-2061.68,0.860785,0.0575441,6,63,0,2089.57,0.10976,0.194523,0.372212,2.1899,2.62936,1.94436,-0.395035,0.0242184,1,0.645427,0.645427,1,2.91771,0.183852,-1.00386,-0.662851,0.47792,1,0.031191,0.031191,1,1.00993,1.03999,0.44497,0.687532,-0.610482,-0.0908682,0.251643,0.375917,-0.760436,0.390858,0.578825,0.453488,-0.0281107,-0.00413983,0.0175531,-0.0207147,0.0757928,-0.557335,-0.114189,-0.00861276,-0.481926,0.207144,-0.435944,-0.328395,0.0400535,-0.0372518,0.145677,0.0143644,0.593766,0.501904
-2057.55,0.991964,0.0575441,6,63,0,2085.39,0.16312,0.150322,0.248519,2.1345,2.84474,2.00746,0.626783,0.18191,1,-0.354897,-0.354897,1,2.40451,0.0919154,-0.381662,-0.375735,-0.222063,1,0.0468138,0.0468138,1,1.03581,1.044,0.341641,0.694278,-0.575778,-0.166879,0.239304,0.519929,-0.554238,0.40795,0.457532,0.401883,0.00336889,-0.049061,0.0510626,0.0887377,0.0209533,-0.447611,-0.0387433,0.0767443,-0.525695,0.123782,-0.276881,-0.423625,0.0382313,-0.0964059,0.0467047,0.160767,0.597113,0.489634
-2056.31,0.973225,0.0575441,6,63,0,2082.51,0.331174,0.348717,0.375377,2.39169,2.60065,2.0867,-0.393276,0.307446,1,0.413945,0.413945,1,1.99144,0.0537461,-0.0151035,-0.13326,0.712692,1,-0.0442362,-0.0442362,1,0.981162,0.909027,0.417355,0.707794,-0.598969,-0.175647,0.0877263,0.23874,-0.516543,0.345281,0.60313,0.401352,-0.0133978,-0.00927148,-0.0783136,-0.0261621,-0.045632,-0.470665,-0.221042,-0.024431,-0.498112,0.155221,0.126877,-0.252205,0.00715958,-0.0637768,0.131258,0.0288712,0.599225,0.582051
-2054.64,0.97718,0.0575441,6,63,0,2076.52,0.354489,0.34978,0.413305,2.42834,2.65748,2.02698,-0.430248,0.350769,1,0.0286754,0.0286754,1,1.7898,0.0465205,-0.372505,-0.284087,1.00169,1,-0.0286471,-0.0286471,1,0.978312,0.929219,0.396496,0.690206,-0.618967,-0.1989,0.121584,0.191323,-0.558299,0.342821,0.564087,0.42614,0.00318543,0.0384886,-0.0471486,-0.0182345,-0.0296713,-0.509168,-0.175287,-0.0319682,-0.51072,0.114544,-0.0469913,-0.243825,-0.0150896,-0.0561969,0.0691033,0.0715292,0.603828,0.566411
-2054.11,0.989353,0.0575441,6,127,0,2076.58,0.205071,0.2201,0.25928,2.16735,2.72941,2.06771,0.537111,0.222809,1,0.191469,0.191469,1,3.28242,0.0174744,-1.46874,-0.654872,-0.682573,1,0.069501,0.069501,1,0.958898,0.997113,0.332019,0.743929,-0.607285,-0.214237,0.110636,0.454643,-0.566911,0.364434,0.563034,0.305829,-0.0253856,-0.0830935,0.0312431,0.0440826,0.144115,-0.319835,0.0269152,0.0479997,-0.518122,0.180154,-0.0470012,-0.397262,0.0457516,-0.0672524,0.194188,0.0651889,0.616175,0.599706
-2069.52,0.671511,0.0575441,6,63,0,2090.88,0.313257,0.276959,0.288616,2.0762,2.87563,2.02156,0.677511,0.296193,1,-0.14534,-0.14534,1,2.92922,0.0404255,-1.93235,-0.897518,-0.171211,1,0.0727234,0.0727234,1,0.981132,0.988833,0.360585,0.731435,-0.614126,-0.251414,0.0745231,0.536325,-0.506934,0.368627,0.596338,0.331382,0.0465896,-0.0764409,0.0964832,0.119968,0.155876,-0.267014,0.00684445,0.0223118,-0.493338,0.19772,0.0228351,-0.297037,-0.0156945,-0.0504826,0.166038,0.0472908,0.637447,0.579339
-2063.08,0.995992,0.0575441,6,63,0,2091.18,0.345438,0.369097,0.377189,2.37969,2.57087,2.02208,-0.0842911,0.285949,1,0.748308,0.748308,1,1.59036,0.0539751,-0.664213,-0.818597,-0.0347686,1,-0.0246882,-0.0246882,1,0.99016,1.11072,0.392222,0.708726,-0.596537,-0.102287,0.135248,0.390092,-0.43815,0.338547,0.609619,0.231213,-0.021112,0.0910428,0.0141958,0.00740319,0.0806239,-0.382271,0.0324171,0.00184447,-0.444932,0.132483,-0.0409538,-0.241224,-0.0133111,-0.148589,0.163577,0.026632,0.570942,0.565074
-2060.17,0.991725,0.0575441,6,63,0,2080.92,0.201974,0.28383,0.366678,2.14568,2.85763,2.05225,0.795345,0.285011,1,0.266875,0.266875,1,2.19442,0.043685,-0.426797,-0.545014,-0.111204,1,-0.0239066,-0.0239066,1,0.976918,1.00049,0.419195,0.698777,-0.622978,-0.217881,0.121478,0.543469,-0.465548,0.357903,0.546021,0.360115,-0.140758,-0.00506777,0.0386901,0.0754882,0.0314579,-0.257279,-0.0839342,0.0532312,-0.505479,0.248956,-0.414814,-0.378455,0.0534774,-0.0733787,0.227384,0.30798,0.599512,0.465489
-2067.22,0.958048,0.0575441,6,63,0,2088.59,0.215443,0.267114,0.182265,2.35754,2.53098,2.04236,0.903756,0.255587,1,0.0319141,0.0319141,1,1.05733,0.151348,-1.08946,-0.590291,-0.138877,1,0.0147064,0.0147064,1,1.03706,1.02242,0.309036,0.729174,-0.593115,-0.164938,0.10639,0.453321,-0.598981,0.35594,0.584086,0.29346,0.0534738,-0.0371756,-0.0305007,-0.0744954,0.0170662,-0.346147,0.0749844,0.0212354,-0.456017,0.1034,0.00556038,-0.302228,0.0559779,-0.0718373,0.131803,0.0031277,0.586532,0.403856
-2060.46,0.996311,0.0575441,6,63,0,2087.78,0.24899,0.311323,0.29006,2.23286,2.65189,1.96956,1.49546,0.150729,1,0.622247,0.622247,1,0.697096,0.0867749,-0.741928,0.124181,0.5656,1,0.0227128,0.0227128,1,0.966243,1.05562,0.394206,0.698497,-0.608044,-0.121651,0.0779514,0.288887,-0.555712,0.347037,0.597086,0.330744,0.152729,-0.0701465,0.0290907,0.0584066,-0.0337785,-0.405992,-0.284434,-0.0354654,-0.432126,0.196156,-0.129231,-0.410738,0.0785378,-0.0809393,0.150029,0.0299136,0.589647,0.51059
-2059.8,0.991091,0.0575441,6,63,0,2085.23,0.260787,0.30168,0.450867,2.18939,2.70507,2.18419,1.03196,0.330085,1,-0.00615471,-0.00615471,1,0.836813,0.0738905,-0.382778,-0.0356138,0.617144,1,-0.0340958,-0.0340958,1,1.05676,0.96716,0.431204,0.656971,-0.594728,-0.194256,0.135234,0.355598,-0.447992,0.384277,0.570974,0.358153,-0.110136,0.113117,0.00845286,0.0625894,0.000332058,-0.471854,0.0150668,-0.0264424,-0.527585,0.0866596,-0.273148,-0.297388,-0.0281705,-0.122217,0.104963,0.00612814,0.598475,0.594182
-2060.83,0.994789,0.0575441,6,63,0,2083.72,0.428777,0.400269,0.427258,2.24573,2.68715,1.84173,0.562737,0.455028,1,-0.610684,-0.610684,1,2.16738,0.0740849,-0.11632,-0.124996,-0.0527788,1,0.0774745,0.0774745,1,1.03045,0.910507,0.411525,0.649937,-0.608048,-0.110925,0.18374,0.440058,-0.562687,0.334778,0.54386,0.354616,0.0904826,0.0499302,0.0340861,-0.0276137,0.117934,-0.308723,-0.295193,0.0315598,-0.486165,0.189131,-0.147589,-0.333623,0.104535,-0.0970565,0.935374,0.0299956,0.597107,0.625566
-2055.5,0.604912,0.0575441,6,63,0,2078.77,0.368062,0.332867,0.510996,2.1635,2.70151,2.00022,0.594897,0.499478,1,-0.609673,-0.609673,1,2.26594,0.201648,-0.198927,-0.178761,-0.0990214,1,0.01927,0.01927,1,1.02245,0.927964,0.404634,0.661095,-0.597699,-0.112721,0.163726,0.411738,-0.543752,0.329065,0.541647,0.394479,0.0747367,0.039885,0.0157487,-0.0601868,0.111258,-0.460508,-0.27357,0.00200585,-0.508701,0.168488,-0.0393704,-0.393128,0.0260241,-0.096264,0.671127,0.0549844,0.601974,0.597285
-2065.22,0.880513,0.0575441,6,63,0,2094.16,0.246608,0.311078,0.478469,2.14706,2.50997,1.7977,1.25905,0.539208,1,0.0844241,0.0844241,1,1.8651,0.425347,0.217415,0.201833,0.432502,1,-0.0287562,-0.0287562,1,1.04145,0.97957,0.398573,0.689643,-0.564364,-0.0647553,0.185725,0.461899,-0.440762,0.367169,0.481991,0.417217,-0.0783036,-0.0628077,0.0268424,0.0361177,-0.098265,-0.696914,-0.0355534,0.00417119,-0.520664,0.174949,-0.0708121,-0.371515,-0.0457845,-0.0371713,0.138492,0.00561249,0.609233,0.570231
-2063.16,0.997014,0.0575441,6,63,0,2091.39,-0.037417,0.284313,0.428308,2.23071,2.70613,1.98609,0.24274,0.256864,1,-0.176254,-0.176254,1,1.5682,0.187498,-0.469358,0.513094,0.715918,1,-0.0027574,-0.0027574,1,0.971578,0.994139,0.387846,0.667624,-0.608803,-0.235296,0.170018,0.374769,-0.314692,0.385478,0.583658,0.238737,0.0129529,0.0546676,-0.0208482,-0.0152997,-0.0623318,-0.242303,-0.26017,-0.0738089,-0.531007,0.247553,-0.62156,-0.216792,0.0962368,-0.0489714,0.0838869,0.0468479,0.588406,0.461126
-2062.49,0.99924,0.0575441,6,63,0,2085.78,0.154552,0.150452,0.238111,2.33165,2.68934,1.9961,0.69637,-0.0138661,1,0.491383,0.491383,1,1.77038,0.158969,-0.529539,-0.383216,0.0339813,1,-0.00475171,-0.00475171,1,1.05846,0.988873,0.438241,0.703609,-0.623823,-0.219151,0.0954143,0.519711,-0.272321,0.357127,0.546924,0.345429,-0.0040502,-0.0431107,-0.0276215,0.0115296,0.0786324,-0.66284,0.0337141,-0.0295513,-0.472402,0.233418,-0.352951,-0.364493,-0.00850389,-0.149186,0.120587,0.0571092,0.591303,0.496601
